label;tweet
senang;Congratulation @muchband_ semoga dilancarkan dan dapat kesempatan memandang orang orang di panggung @WeTheFest  Break a leg!!!ðŸ’– https://t.co/CEOXE9M45G
takut;Gak jamin deh. Tapi gemana pak Police @DivHumas_Polri , siap gak kerja tanpa pungli dan sejenisnya.  Korup, pungli itu bagai addicted. Sekali nyoba, keenakan. Nambah lagi deh.  #generasiantikorupsi
marah;Looh, kok merendahkan semangat perlindungan perempuan sih? Justru jadi cewek itu kudu tegas dan galak sama laki2 kek gitu! Di block aja udah..ngapain di share2 sampe se indonesia tau
sedih;"Udah semingguan ga ada kabar wkwkwkwk   Akunya sibuk ngurus rapot sama ijazah anak :""(   Terus ga nanya kabarnya dia juga selama seminggu   Sahabat macam apa kamu :""("
sedih;haaaa syabar ajaaa... beloman waktunya buat ikutttt... pemerintah ajanihhh yg ketumbenan ngasih liburnya kepanjangaaannnnnn :((((
marah;Dimohon jangan paksa saya buat include dmn. Harap sopan dan jelas kalo mau bo jangan labil!  Gajelas will be block!!!!!!!  Tentu saja yg sudah taatin rule saya utamakan
marah;Pembukaan tidak pernah di AMANDEMEN CEBONG BUSUK  ATAS BERKAT RAHMAT ALLAH YANG MAHA KUASA...  LO BACA PEMBUKAAN UUD1945, DISITU SEMUA DASAR NEGARA R.I  BONG20O MEMANG BONGAK
marah;apa sih susahnya mengapresiasi sedikit aja sama apa yang udh dilakuin oranglain dgn ngasih hak nya tepat waktu, dikira gapnya kebutuhan kali ya?giliran masalah kerjaan no 1 mau lg ijin/libur ttp ae dihajar trs! Ketjewalah saya:(:(
marah; Ya tutup matalah krn. Pejabat bkn cuma pinter tp tau etika masa dlm satu kabinet main nyerang,  berani y berani tp etika dmna emg kabinet gundul
senang;Ngapain pada rame mikir nyari baju lebaran, emang harus ya?  Kalau aq mah tiap hari pake baju lebaran,..  Soalnya kl pake baju sempitan... Ngaaap.. #iyainajabiarcepet
senang;Lewat tengah hari, semoga harimu menyenangkan ya, yuk semangat! 
sedih;Gw tu biasa beli shopee pake atm manual asal cocok jumlahnya di verifikasi otomatis, eh ini keenakan jadi teledor pake akun sepupu gw malah ga otomatis pesanannnya kecancel ya allah malih gw kapan ya berenti goblok
sedih;Kayanya gw kalo shopee emang jangan nitip akun orang deh, mo irit ongkir apa gmana, dulu nitip firsta pesen lenti donghan, yg datang boneka pokemon
senang;Terima kasih temen2 HMJ D3 Keperawatan Stikes Al Irsyad Cilacap sudah berbagi kebahagiaan bersama mbah kakung dan mbah putri @dinsosjateng https://t.co/bG6Dxs9Ezr
sedih;Gue nggak suka nggak seneng sama yang namanya maling. Cuma gue juga gak seneng kalau maling digebukin sampai bonyok banget apalagi sampai dibakar dan dibunuh.
marah;Manusia rakus bunda, menteri udah advokat dirampok juga, banyak tahu rahasia negara waktu di istana sama orba, bandit bingit
marah;PLN emg php surat edaran maintain daerah a sampe jam 1 tapi skg udh jam 2.40 listrik belum hidup jg. Kalau telat dikit bayar tagihan langsung denda ini klo mati listrik mulu dapet potongan gak? @Kaltim123
senang;sebagai supporter @Arsenal gue ga suka barca, tapi sebagai pecinta sepakbola gue suka ini film,  keren lahhh ðŸ‘ðŸ¼ðŸ‘ðŸ¼ðŸ‘ðŸ¼ #HeartOfALio https://t.co/YxGsgzlfy7
marah;Konyol bgt mbak komentar anda, main ignore aja dikira hal gitu sepele banget.  Dia ga nyaman makanya di publish biar ngasi pelajaran buat orang yg mau punya niat goda biar gak nerusin niatnya klo ga pingin di permaluin.  Reminder juga bua
marah;Fahri aktivis 0 nol isinya, mana reformasi mu nggak merubah apapun kecuali koar koar bebas di negeriku, mustinya Golkar loe bubarin, Harto diturunkan Golkar melenggang jaya, kata amien Raisa bodoh
marah;Thread ini dipersembahkan oleh wanita yg permisif terhadap pelecehan yg dialami wanita lainnya dengan alasan kejadian seperti itu banyak terjadi dan ga ada yg mengadukan.  KHANMAEN.. https://t.co/R9HUmTd2nJ
marah;"Ada yg lebih menggelikan ketimbang kasus sexual harassment yg menimpa Via Vallen: para politisi &amp  partai politik memanfaatkannya sbg ""panggung pertunjukan"" dgn dalih pembelaan korban. #HilihKinthil"
senang; Ko si drummer ini lucu sih mukanya. Kek tengil tapi ngegemesin.  Terus mulai dibiasin. *sereceh itu gue punya bias.
sedih;Macet parah di Kemang. Disebelah mobil gw terparkir gerobak mie ayam yang luar biasa menggugah selera. Padahal baru ngeliat gerobaknya doank.
marah;"pernah ngomel karna diginiin trus bang ojolnya malah nyolot blg ""kalau ikutan macet jalan normal saya yang rugi neng bensinnya"" ""jauh mba muter baliknya rugi saya"" wth"
senang;HBD my lovely wife Amie Amoy .... wish u all the best, ....semoga selalu berada didalam perlindungan Ø§ÙŽÙ„Ù„Ù‘Ù‡Ù SWT, panjang umur, senantiasa bahagia bersama keluarga dan kerabat, sehat selalu, semakin banyak rejeki, dan selalu menjadi wanita yg hebat bagi keluarga.....Aamiin https://t.co/GaKptg3DB7
marah; Kesatuan yg mana bong200 hahaha Habibie mencopot jabatan PAK PRABOWO. itu ulah si wiranto, karena Wiranto dipake habibie kembali jadi PANGAB.. TRAGEDI 98 , itu yg harus bertanggung jawab PANGAB BONG200 BONGAK... yang menembak POLISI ,
marah;Baik kalau Soal HAM, Mau tanya Koruptor waktu maling mikirkan Hak Orang lain ngak ? Koruptor itu sendiri adalah Pelanggar HAM !!!   Cuma Koruptor yang bela Koruptor !!!  Politisi Bebal !!!
marah;Kamu belum lahir bong, tanya sama mak mu... Biar jelas.... PKI itu zaman SOEKARNO BONG berlanjut ke ORBA Lalu di basmi, bisa jadi salahsatunya keluargamu ya??
takut;Jangan di Viralkan ntar OPOSISI yang biasa nyinyir kejang2 sakit jantung.  Kalau sakit Hatinya memang sdh Kronis sulit untuk disembuhkan
senang;ngakak ane liatnya wkwk
marah;@tokomaksindo saya coba hubungi yg di cakung dan minta di wa balik untuk tanya prosedur pembelian, sudah 5 hari sejak jumat tidak difollow up. Apakah demikian service maksindo?
sedih;Tmn nya laki gw almh th  Meninggal  Waktu pda hidup  Ngintil aja kmna laki alh gw mlangkah ngikut Suka nlpon nelpn kekantor  Perpanjangan katakata nya suamiku almh waktu jatuh cinta Ksian gk bsa dtang di rmah duka rs husada Orang nya seneng ketawa Comblang  laki ku Hdhhh sedih
sedih;Woah... buat urusan difitnah, dimusuhin, dibikin gamau sekolah gara2 gaada yg mau temenan, trauma setiap minggu malam karena besok paginya sekolah, dibikin malu didepan banyak orang. Aku sudah melewati itu semua.
sedih;Rencana gak pulang mau garap project, ternyata gak tersentuh sama sekali.. Tau gini mah, pulang weh dr minggu kemaren.. hm, hikmah ramadhan: mungkin emang perlu melewati ini, yah buat belajar aja
sedih;Menurut dia tindakan itu bukan pelecehan seksual? Bener kan kata gw, ilmunya pada ga dapet. Jadi ga ngerti deh apa apa aja yang termasuk pelecehan sexual https://t.co/eJeTIr7276
marah;dear @JNECare @JNE_ID sy kirim dokumen penting dari jkt - sby makanya sy pake YES. kirim senin 4juni seharusnya sampe selasa 5juni. skr sudah hari rabu kenapa belum sampe2 juga? kan bikin esmosi!! sy udah byr lbh pake YES kenapa gak nyampe sehari?!! no resi sy :Â 011060039617518
marah;Yaelahh ente pasti dr partai sapi ? Kurang kelon ente ? Junjungan ente kaga punya nyali kalah sama Ahok berani hadapi kasus.   Lebaran Telah Tiba Jik, Pulanglah... atau kaga ada peler
sedih;Ada mama murid yang rikues anaknya masuk di kelas saya.   Di saat yang sama banyak murid yang hopeless ketika tau bakal masuk di kelas saya karena rumor yang beredar saya guru galak
sedih;Siapa yg melakukan itu ke aku?  Ya, teman-teman yg mostly adalah perempuan juga. Udah ga heran ngeliat perempuan dijahatin sesama perempuan. Aku pun mengalami
takut;Tapi sekarang ini, ntah sejak kapan, pemikiran gue berubah. Kalo gue kepikiran untuk share hal yg gila, gue akan pikir 1000x untuk tulis di twitter/IG. Kenapa? Jempol netizen tak bisa dikalahkan.
marah;Nah, yg keterlaluan adl kalo ada pjbt eselon yg menyalah2kan pelaksananya atas suatu kesalahan dokumen yg dia ttd/paraf. Istilahnya gak mau disalahkan. Pdhl tugasnya pejabat itu y neliti dokumen sblm dittd/paraf dan tgjawab atas isinya.
takut;Jd kaya kebalik gitu.  Dulu socmed jd escape buat gue ekspresiin kegilaan.  Skrg berhubung socmed jd lebih serem dr dunia nyata, eh jd dunia nyata yg gue jadiin escape dari socmed.
marah;Namanya juga SENGKUNI pak ! JANJI mau JALAN KAKI Jogja - Jakarta juga TIDAK DIPENUHI......................SENGKUNI...........................................SENGKUNI !!!!!
senang;Ku sadari satu pilihan ku bersamamu di tempat ini, jalani hari dengan semangat yang baru, walau tak seindah yg ku harapkan, tak seburuk yg ku bayangkan, ku tetap berdiri jalani hari penuh warna (yg ngerti pst pada nyanyi ðŸ˜‚)
marah;Maklum pak...........................................................Jakarta itu SARANG Gerombolan RADIKAL ! Tapi.............................ditinggal KABUR Pentolannya ke Mekkah !
sedih;Dukaku karna tak mampu katakan sedih ku karna sakit ku!! #iniserius #seriuscumatulisan #tulisandarilubuhhati #hatiyangcukupdalam #tapigakdalamdalambanget  *emot mekkel sip* 
marah;Enak ya metal bong... Bobok di hotel prodeo Di pecat Mak Mega Hahahahaha Makanya jangan sok metal lo Kelar hidup lo... Terjerat OTT, PDIP Pecat Bupati Purbalingga https://t.co/wBus7XHiAh lewat @serujinews
sedih;13:23 WIB Saya benar benar kehilangan sosok laki laki yang merawat saya dari kecil, mendidik saya, merawat saya, melindungi saya, Dan saya benar benar kehilangan. Semoga tenang disana, semoga anakmu ini bisa menjadi anak yang berguna ðŸ‘¨
sedih;"video yg diatas yg tulisannya ""dulu"" itu pas kapan? Di ILC jg ya? Bahas tentang apa itu?  Iya kecewa sama Pak Mahfud.  #IslamSelamatkanNegeri #SedihRasanya"
marah;@FirstMediaCares boi ini gimane nih wifi gangguan mulu ? Jan mau kalah lah ama indie home . Kalo ampe bsk masih gangguan gue pake indie home aja lah
senang;Baca buku ini diawal senyum, ditengah-tengah senyum miris, diakhir senyum pasrah. Nuhun bung @FiersaBesari#bukugariswaktu #fiersabesari
marah;Gak heran sih sama driver gocar yg ngeluh macet. Sama kayak gue ngeluh pas lagi kerja. Terserah deh Pak, saya pura2 gak denger. Capek juga soalnya.
marah;Mardani &  @ProfAmienRais MINGKEM TIDAK bisa JAWAB ! Makanya Masyarakat CERDAS #JanganPilihPartaiOposan MENYESATKAN !!!!!
takut;Itulah pentingnya materi kode etik diajarkan sejak SD, atau minimal ilmu ilmu dasar untuk berbuat baik, sopan, teratur. Lah kalo ga ya jadinya kaya gitu bablas, ga peka keadaan.  gue lupa dulu BK, atau PKn atau SosUm bahas apaan, ya ada si kesananya tp ga khusus, jadi ga ngena
marah;Pas masuk udah bilang, iyah soalnya saya bingung ke sana di mana2 macet. Duh kenapa juga ambil orderan saya Pak. Ini belom jam kantor pulang lo. Macet jg lampu merah doang. Jalan. Belom tauk Cikampek sama JoRR nih. ðŸ˜¥
senang;namanya anis. udah kelar S1 walopun belom official. lagi dalam masa bahagia banget karna udah lulus, tapi masih sendiri. ya kali ada yang terpesona  
takut;Mbak bulan oh mbak bulan, datangnya skrng aja ya, jangan tgl 9 seperti biasanya,  kalo kamu datang sperti biasanya,  nanti kemungkinan ikut sholat iednya 50:50 mbak bul, 
senang;Keambian siang ini buka situs online trading sekuritas. Lihat indeks saham  warna warni trus klik-klik cantik bego ke klik tombol buy, submit, and success.
senang;Cont' - Belajar prinsip. Memegang prinsip lebih teguuhh. Karena godaan yang bikin goyah integritas ternyata banyak lur - Seneng bisa berteman dengan banyak tipe,  menghargai - Belajar lebih dewasa, ga gampang pundung. Bahagia disetiap keadaan wkw karakteristik. Belajar memahami
marah;Ada korban #sexualharassment berani speak up malah dibully, dibilang lebay, ironisnya, ga sedikit kaum hawa yg ikut2an nyinyirin. Kayaknya kalian terbiasa dikirimin foto titit deh, empati buat sesama cewek jadi ga ada. #SaveViaVallen
marah; Damai taik lo.... SOEKARNO yg membubarkan PARTAI ISLAM MASYUMI.. DIZAMAN PAK SOEHARTO DI BOLEHKAN KEMBALI.. MASYUMI MENJADI KELUARGA BESAR BULAN BINTANG LALU PARTAI BULAN BINTANG 1998 BEGOK DUNGU SOK TAU CEBONG200 https://t.co/T7TSEdg
marah;Ada cewe kena sexual harassment dan dia berani buat speak up eh malah dinyinyirin. Yg nyinyir cewe jg. Huhu heran deh sm netijen, dimata dia semua serba salah. Dasar cebong~
senang;Orang #OldMoney dateng ke kandang, pakaiannya sederhana, cuma kaos oblong dan celana training, mau juga keliling kandang buat milih sapi. Tapi sekali transaksi mencapai 3 M. Yang epic lagi, beliau orangnya taat ibadah dan royal.   Punya anak masih gadis nga pak? ðŸ˜‚ðŸ˜‚ðŸ˜‚
senang;Gara2 @adelladellaide jadi googling berita ini. Tp belum ada yg confirm.   Duhhh menanti berita ini benar! Pasangan favorite ku dr jaman dahulu kala.  https://t.co/gWZNBzksF0
cinta;Baru liat dan bener-bener dengerin secara seksama nissa dengan sabyan nya yang lg naik daun itu. Asli ga ada rusak-rusaknya itu suara flawless bening benerrr kaya gelas beling abis dicuci pake s*unlight jadi bersih bersinar gitu deh. Heran.
sedih;Innalillahi wa inna ilaihi rajiun. Kabar duka kembali menyelimuti Aceh. Pewaris Kesultanan Aceh, Teungku Putro Safiatuddin Cahya Nur Alam dikabarkan meninggal dunia di Kota Mataram, Nusa Tenggara Barat (NTB), Rabu (6/6/2018) sekira pukul 06.45 WITA. https://t.co/fAoLqrBmZk
sedih;Yang pengen S2 tapi terasa sulit sekali menggapainya.  Yang sudah dapat anugrah jalan mudah untuk S2 malah nggak mau.  Ya Allah, kok begini dunia ini Engkau ciptakan? 
marah;Lambat laun kok makin ga jelas dan semakin kurang ajar. Gw sabar. Jujur ya, gw ga pernah dan ga mau scr frontal maki org. Gw blg baik2, nasehatin. Scr adek2.
marah;Pernah suatu ketika tetangga depan rmh gw ga sengaja brpapasan pas gw mau keluar rumah. Suddenly dia ngedip mata ke gw. Diiiiiiiiiih....jijik bgt yaaa Allaaaaah...
marah;Walopun sakit hati, tp gw tahan utk ga nyerang balik dg makian. Pantang gw ngomong frontal. Sebisa mungkin gw tahan. Dan ngeblokir adalah solusi yg sangat2 TEPAT!
sedih;langsung ku block aja ya, maaf ni bagi temen temen yang sudah memilih jalan sendiri setidaknya jangan lah kayak gitu, kita ada jalan masing masing loh, jujur sedih aku liat alat musik di hancurkan gitu.
takut;Bukannya bersimpati aku liat akun kayak gitu malah jadi serem, malah jadi takut soalnya videonya dia menghancurkan dengan cara brutal dengan cara pake kampak terus di posting gitu. Sedih kali loh liatnya.
marah;Ntan busuk banget, temen kok kamu gituin.  Aku busuk nih, trus sadar, udah minta maap, gak dimaapin nih, yaudah terus aja aku busuk. Dan gak pernah bisa difermentasi ke hal baik lagi.  Makanya, skarang biarin lah aku hidup bergelimang karma dari kalian.
senang;"Lg sibuk ngedit konten di ruang tunggu tapi kok sekumpulan nenek"" didepan sy seru banget yah. Mereka lg ghibah ternyata. Hal ini menunjukkan bahwa kapanpun dan dimanapun, ghibah itu asik ðŸ˜ðŸ˜ðŸ˜"
senang;"#MobileLegendsBangBangID Main di BRAWL langsung saja ""CHANG'E"" memimpin top kill dengan MVP sekaligus emang ini Hero GGWP, Hero baru di normal server ini top lah lebih top soalnya Hero Mage adalah role kesukaan saya selain Hero Tank. Sukanya di skill-2 nya itu loh.. Buff lagi deh https://t.co/3XpYr5jOzf"
cinta;Ada waktunya, sayang berubah jadi butuh. Perhatian berubah jadi pengertian.  Percaya berubah jadi yakin.  Itu semua akan terjadi kalau kamu dan dia saling melengkapi.  Tidak mencari kurang. Tidak mencari salah. Tidak mencari yg lebih.
sedih;Anak jaman now gatau kalo dulu mau testimonial dibalesnya seminggu mana harus bikin URL :(( skrg pdkt tinggal match no match di kinder joy #RecehkanTwitter
sedih;Ijazah mendadak nyelip tu, langsung tiba2 kebayang perjuangan dikampus, penelitian, skripsi, de el el.   Emang ya kudu gak ada dulu, baru berasa.
sedih;Kadang pengen gitu balik lagi jadi anak sd,pulang sekolah tidur siang,bangun2 main harvest moon /pepsi man sampe https://t.co/wJK44k3yHj mikirin ina inu.
marah;@sicepat_care @sicepat_ekspres Tolong pencerahan kah, sy sudah lapor ke hotline dan mention kesini, tp tracking paket sy malah ke purwokerto itu!! Tujuan paket sy KAIMANA Papua Barat buka Kalimanah Purbalingga, kesalahan Âªâˆ‚aÌ²Ì… di pihak anda yg salah 
sedih;Kasihan karyawan bapakku ini, mau lebaran malah jatuh sakit dan masuk rumah. Dan sekarang mudik terlalu cepat ke kampung halaman. Gusti Allah kadang memberikan hal yang tidak terpikirkan oleh manusia. Sebagai manusia ya cuma bisa menerima.
sedih;Kehilangan lagi salah satu karyawan, dan tepat sebelum lebaran. Kembali lagi aku dipusingkan untuk mencari penggantinya, karena mencari karywan di pabrik tahu susah dibandingkan nyari orang untuk jd tukang parkir.
marah;msh jg bego!!! Dia dihukum atau ditembak ga masalah dan ga ada yg bela?? Nah sibangsat Cabul kabur padahal yg bela 7jt org tolol. Masih ga berani jg balik??  Kenapa??? Kalau waras berpikir pasti kau tau jawabannya https://t.co/lC9SLymTJ4
senang;Masih belum terbiasa dengan twitt mereka pake English But thank you @WannaOne_twt for make it easier to watching them ˜ https://t.co/eWSXRP9MmQ
senang;@Elang_Sutajaya1 @republikaonline @KEMENPORA_RI Terima kasih sudah tertawa semoga menjadi amal soleh dibulan mulia, bisa membuat sesama hambaNya ketawa bahagia
senang;Antri di bank situasyen:   mbak dapet nomor antrian berapa ? 227 buk , ini ambil aja nomor antrian biar cepet ---200  *dalamhati* rejeki anak baik 
marah;Apa sebutan yg pas untuk pasangan muda anak 1, tinggal di rmh ortu cewek, anaknya dijagain ibunya selagi mereka kerja, eh pas lebaran malah ditinggal ke rumah mertua sebelum solat Ied dan sungkeman. Smg besar pahala yg dikasih ke ibunya. Woi anaknya, sadar kek!
sedih;Banyak sekali mualaf yang baru belajar Islam 1-3 tahun, tapi ilmu agamanya sudah luar biasa. Tapi saya yang dari kecil muslim, ilmu agamanya jauuh banget. Ya ini namanya malu.. banget!
marah;@VIVAbola Ga usah ada liga...bagaimana persepak bolaan indonesia bisa maju kalo mau kaya gitu terus...mau perang mah di gaza sanah...mati lu masuk syurga...
sedih;Walopun lebaran msh lama nuansa maaf memaafkan sdh menyebar kemana2 .Td ke ATM,Katanya â€œMaaf saldo anda tdk mencukupiâ€. Gw coba telfon tmn ,eh operator jg minta maaf. Katanya â€œMaaf pulsa anda tdk cukup utk melakukan panggilan iniâ€ #recehkantwitter
marah;Ini yang namanya ide kebeRPihakan ala @aniesbaswedan @sandiuno melalui program unggulan OKeh ngOCE melibatkan banyak warga untuk mengisi Tong Sampah biar Sampah Jakarta berasa Sampah Jermanâ€¼ï¸ðŸ¤£ðŸ¤£ðŸ¤£ #KarenaSampahJakartaBedaSampahJerman
